State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
TX,48197,30907,31617,34366,34753,36320,37631,38413,36411,38202,41891,42023
TN,47069,22621,23555,24793,25578,26519,26094,27319,27743,28424,29306,30977
TN,47071,29710,30666,33048,34732,35258,35004,35232,35888,37295,39397,40331
IA,19083,37153,39317,46057,48530,49661,49303,47519,45679,47562,50499,52844
KY,21093,35434,35556,37260,37509,36619,38533,39982,40970,41980,42646,44244
OH,39065,26867,27442,29971,29286,30224,30529,29860,30534,31629,33019,33788
TX,48199,34332,35020,37025,38961,38706,41118,42497,42992,44055,46100,47221
IL,17069,27281,28677,30529,32252,34137,34459,34914,36327,37639,36745,37438
NM,35021,30309,35613,45928,52316,42466,51730,43798,44801,36396,41277,44883
SD,46063,30751,34953,47369,54467,55656,63533,56098,49260,51594,46303,50170
WV,54031,24086,25544,27261,27937,28913,29558,31094,31619,33754,34028,34417
MD,24025,45131,46604,48551,49229,49078,51090,53051,54818,56589,58440,60266
KY,21095,26335,27818,28395,28171,26566,27781,28564,28450,29664,30898,31824
NE,31083,38870,39211,50139,45905,55175,53261,55097,48736,45101,50130,53210
OK,40057,30785,34781,32924,35803,41789,55143,45038,38573,37914,38473,42281
NC,37085,28659,29138,29318,29889,30043,31130,32147,32230,33352,34437,35484
OR,41025,27831,28418,28954,31004,32539,35992,38228,38566,38052,40407,41818
KS,20077,35945,37017,43180,48650,47219,47958,43883,44131,43487,47514,54894
OK,40059,34469,36995,44589,45900,45728,49694,54112,45695,49541,53067,53798
GA,13145,36072,36228,38546,39612,39998,41626,43390,44626,45876,48015,49471
TX,48201,43903,45747,48984,53015,51636,54493,53850,50678,54325,58235,60002
IN,18061,33392,33300,34601,35924,35897,37098,38475,39619,40565,41943,43431
OH,39067,26798,27912,29346,30361,32112,33979,34747,34144,37481,38306,39209
MS,28047,33688,34738,34243,34682,34356,35065,35461,35921,36208,37129,38140
IA,19085,37078,35785,39601,41113,41088,39673,42145,42693,43166,45533,49085
KY,21097,27685,28115,29142,30382,30151,31037,32428,33210,34029,34970,36545
WV,54033,35667,37244,40151,40909,41183,43681,43687,42733,45314,48907,49793
MO,29081,30940,32021,33947,32544,34239,34627,32260,33360,35031,35552,38154
TX,48203,32713,34970,37277,38746,38178,40461,40447,39155,40159,41515,42891
KY,21099,24428,25698,26640,27418,26930,28615,30519,30480,31212,32818,33648
GA,13147,26725,27635,28238,30136,30996,32786,34414,34294,36294,38091,37701
CT,9003,49986,51088,53346,54804,55291,57573,59490,60448,61708,64118,65720
TX,48205,26714,36638,53697,51524,52777,68329,97786,69188,76545,71979,81238
KS,20079,33660,33985,35621,36645,37542,38045,38248,38850,39767,42185,44416
TX,48207,27933,31492,31981,33063,36319,36032,34967,32637,34904,37407,39899
KS,20081,48158,57919,76106,62346,86107,74685,59420,68821,65051,64299,77955
OK,40061,25941,28657,31365,31967,32864,34116,34794,31974,31829,32273,32972
HI,15001,30905,31664,32835,33675,33656,35434,37790,39070,40976,42228,43578
TN,47073,26517,27758,29267,30408,30017,30675,31793,32078,32966,34291,35077
NE,31085,43888,50268,67147,63240,80641,82932,88534,79061,56529,65600,70008
TX,48209,32296,33116,35057,34534,35076,37423,39419,40517,41725,43395,45332
TN,47075,26997,26648,31155,30198,31654,27892,29682,31045,32165,33639,35920
NC,37087,30105,31299,32362,33807,33248,34962,36520,37792,38957,40188,41798
GA,13149,23791,24058,25153,26451,26547,28012,28781,29694,30467,31587,31965
TX,48211,44853,48003,63789,75154,81765,95557,73421,57250,56478,55367,57053
AR,5057,24124,25047,26045,27625,27394,29047,29060,29097,30947,32057,32238
TN,47077,27159,28741,30048,31174,31344,32079,32680,33071,34485,35676,36986
NC,37089,33299,33321,34214,36142,35876,37514,39037,40154,41613,43795,45342
IL,17071,31739,31806,36653,36987,44255,40833,38473,40388,40628,42803,42414
TX,48213,29359,30315,32267,33547,34775,36032,36560,36797,38227,38743,40135
KY,21101,31278,31744,33955,34363,35391,36175,37165,37043,38580,39474,41279
IN,18063,37424,37796,39592,40786,41292,42557,44463,46131,47779,49584,50979
FL,12051,23587,25829,25757,27334,29296,29154,30409,29886,30606,32337,33204
MN,27053,52802,54889,57936,62178,61073,64907,67939,69064,71141,75113,76552
VA,51087,44970,46904,50154,53092,53807,57345,59786,61598,64545,66777,68639
MO,29083,33548,33005,33358,34348,36156,37829,39208,39354,41228,41203,42741
IA,19087,31563,31936,34036,37692,37569,38438,39684,40381,41249,43652,44932
TN,47079,30042,31091,33431,35336,36719,37389,38250,38605,40032,40742,42407
AL,1067,30144,30870,32611,33398,35197,36059,37943,39201,40915,42439,43502
IL,17073,35099,36778,39987,40382,43801,43015,42897,43170,44108,45614,46700
IN,18065,29176,28981,30469,31775,32656,33434,34212,35451,36958,38427,39863
GA,13151,30727,30423,31720,32027,32871,34091,35580,36809,37755,38930,40182
OH,39069,32104,33273,36347,37706,39032,39585,40901,41983,43516,44780,46006
KY,21103,29316,30247,31943,33346,33204,34052,35782,35937,36716,37745,39175
NY,36043,31627,32785,34184,35268,36054,36374,37616,38116,40536,41353,43479
FL,12053,29315,30266,30998,31563,31347,32615,33874,35066,35893,36996,38223
NC,37091,25876,26208,25914,27687,27603,28419,29707,29786,31372,31862,33251
ND,38041,49447,50229,52462,66893,45557,49371,39496,37794,52731,47876,49775
TN,47081,23593,24323,25911,27071,27694,27917,29339,29782,31408,32655,33840
KY,21105,31971,31005,35122,34429,45366,42031,39678,36067,42185,43107,42635
MO,29085,21344,21482,21978,23683,24422,25146,27177,26593,27847,28569,29033
TX,48215,21103,21927,22704,23130,23639,24347,25013,25290,25712,26615,27415
NM,35023,26882,28195,32134,34776,36660,38821,39564,39781,39759,42689,44716
OH,39071,27361,26981,29080,30011,30338,31360,32375,33322,35168,36208,37317
VA,51091,31869,33052,37111,38819,38648,41581,42645,41757,43827,43975,44791
FL,12055,27443,28785,29590,29913,29737,30737,31817,32083,33011,33548,34480
MT,30041,33897,35609,39744,40331,39482,39617,42174,41459,42939,46248,47082
TX,48217,28880,30470,30940,32136,33582,35578,37212,37253,38181,40129,41240
FL,12057,37262,39487,42769,41361,40149,41574,43070,43349,44957,46812,48452
NH,33011,46643,47609,50062,52183,51707,53327,54788,56615,58566,61111,63218
MI,26059,26953,28016,29098,29284,29894,30723,32390,32967,34043,35221,36033
MS,28049,32917,34255,36731,36903,36658,37928,38029,37745,37558,38986,40279
CO,8053,32393,34579,37902,40839,39815,43523,45664,46938,49771,49906,50294
NE,31087,32589,34457,42450,40970,45668,42727,42058,38296,37471,37278,39690
OH,39073,27052,27831,29698,30972,31787,32423,34223,35187,36890,37875,38975
TX,48219,30761,36485,38997,39978,42057,41750,39083,36968,40537,41227,42162
KS,20083,37122,44352,46491,45136,58798,54194,56734,57260,52037,57731,65688
NC,37093,27243,27332,27840,28293,28079,28625,28906,29245,30040,31375,32574
MS,28051,23022,24379,25683,25625,26751,24675,26352,27729,27661,28571,29976
OH,39075,25397,27164,30310,30993,33258,36262,39485,39379,43100,45505,46876
FL,12059,23451,24862,25742,26095,25908,26508,28452,28303,29943,30924,31822
NE,31089,35077,37786,49041,50996,57048,57641,59423,54020,52707,51585,54796
MO,29087,38059,32529,37341,40692,47744,46628,40855,46501,47524,45178,53880
HI,15003,44925,45382,47070,48240,48530,50997,53205,54992,57352,59324,61174
TX,48221,37293,38373,41956,43666,44239,45983,46118,46648,49589,49806,51384
OR,41027,35430,35035,37634,40664,41049,44214,47306,49754,53457,55940,56325
NE,31091,29419,32267,36429,35474,46936,60952,63116,57158,45638,50762,51849
AK,2105,36504,42494,46435,47974,51525,55505,56545,55375,59937,62178,64905
KY,21107,30023,31413,33187,34571,35002,36949,37689,37659,38932,38811,40317
TX,48223,29454,30574,31912,33194,34383,37011,37231,36574,38102,40144,41562
SC,45051,28827,29088,29958,30651,31404,32838,34424,35283,36224,37805,39028
AR,5059,24844,25112,26092,26793,26526,27860,28448,28907,29844,30468,31443
WY,56017,35196,37629,43736,42486,43102,48560,53012,51420,49025,54424,57101
MI,26061,28060,28796,29626,30561,31063,32318,34187,34939,35594,37519,39124
GA,13153,35063,35716,37042,37011,36934,38260,39827,40040,41189,42655,44059
TN,47083,24621,26419,27945,28325,28286,29304,29982,29455,31139,31986,33635
AL,1069,33848,35523,36685,36912,36844,37704,39053,39944,41340,43216,44647
TX,48225,26233,27777,29259,30939,32256,34123,35280,35394,36622,38384,39609
MN,27055,36979,38812,41213,43669,43674,45618,46707,48010,49508,51638,53446
IN,18067,30623,31154,33113,34578,35192,36935,38144,38977,40069,42140,42911
IA,19089,32839,36980,42376,44790,49592,46330,47636,45588,45838,50151,53184
TX,48227,27477,29440,32662,33727,34298,36073,34877,34844,37588,42999,43348
AR,5061,24869,25540,26708,28838,30747,33269,33691,33262,35236,36320,34762
MD,24027,63108,64093,68267,69660,67743,69123,71285,73263,75293,77039,79253
MO,29089,30693,31002,32743,32960,35318,36491,35678,37908,38655,39047,41534
NE,31093,33446,34958,40684,39845,43213,43403,45615,44644,42662,43748,46471
MO,29091,26250,27009,27793,28585,29055,30609,31796,31589,32674,33881,35261
MN,27057,30196,31281,32624,34517,35046,36364,38972,40225,41990,43732,45257
NJ,34017,42956,45122,46270,48108,49088,52840,56581,58536,62353,66705,69406
TX,48229,19445,20528,20210,23498,26259,30620,36683,34578,33642,22508,23569
CO,8055,29710,30313,32105,33431,34542,36539,37999,39003,40015,40775,41561
OK,40063,24834,26265,29206,29759,32090,35214,35102,33895,37240,40189,42601
SD,46065,40583,45041,46891,47528,47399,48526,49765,50648,52073,52231,54352
IA,19091,36223,36088,44058,44754,47872,46508,48282,48438,47352,50020,52742
NV,32013,37808,40722,43142,42954,42784,43180,44690,43978,45949,46550,49228
CA,6023,33026,35818,37206,37915,38611,40610,42964,44441,45815,47400,49654
MS,28053,23191,27273,29851,27063,30635,27022,28264,30704,32488,32755,34941
TN,47085,28043,30204,31506,33041,33762,35018,36605,36443,37929,38045,39784
TX,48231,29417,29745,31302,32184,32227,33233,34801,35680,36583,37701,38892
NJ,34019,68969,70047,71936,75239,75055,78575,81022,83741,85032,88565,92291
PA,42061,30100,30501,31622,31470,31239,32478,34031,34836,36339,37962,39371
IN,18069,30823,31811,33798,35397,36329,37024,37951,38485,40050,41914,42824
MI,26063,33072,36121,39632,40029,39858,41621,42692,43378,44192,45505,47909
OH,39077,30180,31250,32958,33751,34777,35993,37229,37507,39121,40709,41797
TX,48233,33812,34515,35500,38054,38435,39889,40231,40696,39916,42141,43981
SD,46067,41750,47531,52565,47256,39561,38001,42271,44557,46391,51329,56811
NC,37095,23396,22208,26649,34319,34588,32805,34699,35086,36654,37245,40044
SD,46069,33490,34207,54134,54646,61527,54229,50190,45634,54849,50710,48836
LA,22045,34292,35514,37396,39757,39303,40050,37654,36296,37321,39148,40403
LA,22047,31448,32594,34550,34914,35158,36004,36560,37512,39328,40943,42418
IA,19093,39504,40502,45397,46795,44521,44702,45560,47595,49172,52687,56128
ID,16049,25593,25648,26995,28683,29930,30726,32721,32104,33773,35134,35946
CA,6025,28228,29457,31768,32120,33401,35021,37479,36493,37060,37587,40447
AR,5063,28005,28801,29973,30149,30320,31299,32643,33360,34516,35059,36476
FL,12061,51848,52733,57519,60869,60557,66464,68566,71241,74267,79353,80818
PA,42063,30839,31567,33109,33789,33668,35048,35589,36276,37750,40003,41503
MI,26065,31629,33246,33826,34428,34078,35477,36911,37668,38630,40109,41286
CA,6027,41663,42368,44232,46735,47808,51353,54106,57994,59558,58259,60513
MI,26067,25379,26561,27953,28238,29150,30081,31353,31731,32969,34751,35518
MI,26069,27240,27974,29027,30380,31112,32138,33770,34633,35945,37429,39832
WI,55049,34676,36033,38774,40562,40767,42549,44154,44535,45759,47826,50309
IA,19095,39100,39412,43435,47626,48883,49389,49695,49898,52105,54451,56382
NC,37097,34933,35823,38284,40731,41386,44002,46186,47354,48267,50907,52423
TX,48235,43531,43635,47555,48947,63932,71421,68971,57847,67749,71336,72177
MO,29093,25639,25929,27131,28291,28711,30075,31947,31725,32707,33710,34554
UT,49021,22408,22755,24273,24994,26374,27988,29117,29556,31119,33195,34353
MI,26071,30030,32155,33456,34947,35523,37398,40283,41425,42733,43968,45463
WI,55051,34748,36026,37381,40010,41161,42432,44788,46841,48868,49327,50249
IL,17075,34768,36083,38864,38466,42747,40721,39950,42205,41534,44104,44994
GA,13155,25723,26134,29517,28109,28488,27565,31326,30524,32784,33946,36036
MI,26073,26039,27151,28100,28916,29804,31169,32254,32720,33433,34740,36356
MN,27059,32141,33344,34972,35843,36807,38250,39997,41448,42346,44497,45781
WA,53029,39844,40301,41938,43915,45845,48060,49778,50641,52460,54578,56977
VA,51093,44438,45282,47043,48299,48567,48908,50775,51692,53220,55554,57645
MS,28055,21865,21962,24414,25360,30449,18871,17128,23418,21353,24379,27430
MN,27061,31042,32402,34266,35373,35794,37921,40075,40162,41447,44449,46020
MS,28057,25668,27491,28934,30358,30068,31012,31667,32483,33527,35085,36375
AR,5065,23521,24260,25331,26963,27083,27649,28390,28558,29243,30375,30923
TX,48237,29113,31804,35449,40573,43761,46682,40666,36492,39619,43580,40827
MS,28059,33497,34175,34867,34564,34497,34866,35501,35807,36437,37311,38269
IA,19097,32168,34044,37208,38254,38432,39296,42355,42563,43383,44778,47052
OH,39079,28058,28701,29953,30537,31357,32486,33746,33935,34744,35397,36672
NC,37099,25893,26041,26226,26913,26792,28754,30208,30903,32151,33325,34860
WI,55053,34128,35501,36933,39396,38818,40512,41770,41744,44077,46042,46296
AR,5067,25364,26643,28406,31273,34241,35678,34820,35229,37078,37997,40703
TN,47087,23702,25076,25640,26445,27211,27759,27638,28304,29257,30727,31676
OK,40065,32638,33857,34502,35886,35835,39224,37257,36962,39008,40536,43321
MN,27063,39632,41844,47437,51316,50404,49268,49801,48146,51284,53289,57933
GA,13157,28542,28904,30345,32095,32991,34538,36554,39390,40859,42762,43508
MI,26075,29392,30354,31504,32262,32777,33950,35678,37112,37821,39173,40387
KS,20085,32826,32541,35245,35573,36631,36208,37793,38258,39821,41728,43447
IL,17077,30099,31317,32048,32198,32294,32738,34439,34534,35718,36869,37967
KY,21109,20690,22351,23481,24525,24953,26302,27427,27481,27953,28818,29848
LA,22049,29072,30575,30721,30708,30872,32127,32666,31601,32857,33871,34843
TX,48239,30462,32668,34527,36837,39398,40205,40724,38606,40589,42469,46596
OR,41029,32817,33246,34827,36135,36501,39252,41547,43217,44955,46661,48291
AL,1071,28689,29460,30311,31444,32269,33304,34352,34832,35967,37162,38315
SD,46071,23280,24278,26774,25372,22912,25866,25745,23922,26542,28028,27278
MO,29095,36505,36839,39017,39235,39515,40886,42987,43711,44910,46449,47819
WV,54035,28839,27053,30374,32068,32563,33745,34432,34236,35532,38519,39254
IN,18071,33773,34207,35738,37367,37184,38696,39825,39526,40501,42933,44192
FL,12063,26471,27522,27864,27117,27069,28226,29532,30218,31644,33401,36014
CO,8057,34684,36752,39800,35617,38865,42665,47907,45474,48207,54857,55715
MS,28061,28166,29190,28870,31849,33741,35769,35713,34319,37659,39528,39699
IN,18073,31802,33809,36937,38187,41137,41524,41042,41510,42058,44051,45777
IL,17079,32257,35315,38848,39447,41875,39350,38705,40033,42127,42590,41811
IA,19099,33443,33297,36663,37725,38341,38853,39062,40268,41039,42431,43987
SC,45053,22579,22210,22830,23220,24057,25480,26588,27365,27919,30017,31488
GA,13159,28003,28033,27614,30031,30221,32384,33507,35184,38812,37572,38568
MO,29097,30305,30385,32732,34859,33857,35248,36823,37873,38781,41171,42348
TX,48241,29855,31402,32278,33705,33643,36607,37288,37720,39141,39752,40834
IN,18075,28022,30066,32478,34256,35414,37618,39327,35910,37891,39616,39317
TX,48243,29123,29758,33689,35238,37511,37767,39394,40045,40229,41865,43080
GA,13161,23667,24396,26349,27004,27974,28497,29130,28448,28661,30290,32069
NY,36045,39367,41382,42826,42310,42259,42846,43414,43882,45611,46800,49365
TN,47089,26690,27647,28697,29619,30096,31276,32508,33234,34723,36476,37494
LA,22051,40886,42411,42910,44964,45036,46374,47835,47515,48737,50895,52274
MO,29099,33153,32780,33973,34945,35678,36882,38421,39362,40583,41867,43259
WA,53031,37851,38220,39949,41951,41044,44103,46298,47335,50094,53631,55447
FL,12065,31697,31492,33874,33998,33609,35983,36972,38303,39118,40394,41989
NE,31095,35347,36767,43364,41351,44920,45743,46389,45289,46060,48209,50079
IL,17081,30616,32434,33261,34105,34151,35693,36421,36729,38209,39471,40516
WI,55055,34813,35636,37080,38169,38105,39657,41904,42420,44017,45786,47152
CO,8059,44500,45302,47361,49331,51347,54588,56959,57921,60265,63319,66017
OR,41031,26483,26660,27045,27779,27791,30253,31750,32407,32783,34405,35155
KS,20087,33780,34423,36290,36623,37944,38445,39835,41197,42702,44670,46234
MT,30043,35478,37742,40662,42101,41769,43098,44546,45198,47320,47996,49780
ID,16051,26907,27208,29750,29494,30060,30089,31399,32597,33681,35061,37025
OK,40067,27023,29080,32784,32598,31455,35119,35101,32074,30437,32556,34118
TX,48245,33591,35224,36263,38310,37077,40560,41663,41098,42349,43515,44613
AR,5069,28389,28918,30272,31183,31753,32154,32472,33363,34200,35034,36586
KY,21111,37650,39081,40696,43419,42501,44732,47076,48049,49726,52405,54155
PA,42065,33027,34779,36635,36973,37233,38501,39632,39958,41493,44335,45855
MS,28063,25314,26458,28180,28393,30985,30499,30690,31221,32035,34180,34860
WV,54037,38292,39539,42100,43625,43259,44110,45006,47104,47948,49924,51527
GA,13163,26053,26030,27758,28477,28747,28914,30409,31901,33475,33688,36033
OH,39081,29784,30118,31996,32814,33229,34449,35413,35396,37519,39226,40844
IN,18077,30830,32722,34398,35717,35914,37061,38742,39148,40400,42445,44102
IA,19101,31442,32263,34162,35937,34940,36876,37818,38368,38622,40548,41936
AL,1073,40248,42111,43579,45720,45060,46817,49160,49942,52923,55570,57329
LA,22053,31420,31765,32872,34533,36526,37919,37214,37783,39716,41591,42519
MS,28065,24670,24644,25164,25443,26441,26835,27589,27705,29780,30018,30429
GA,13165,24522,25010,27472,24867,25082,26171,28352,29274,29079,29540,31635
IN,18079,27308,28187,30012,32107,32496,34230,35134,36196,37653,39471,41169
SD,46073,40243,38498,51114,45632,51527,42287,41528,39953,39670,40815,39599
ID,16053,25468,28830,31028,32651,34219,37057,36740,36414,35547,37009,40190
